Matrix 1 (./sample_input_for_students/easy_sample_01_1.txt):
305 360 -930
305 1418 -966
305 95 753
305 1990 894
305 272 -552
305 2949 -21
305 1294 -991
305 654 -135
305 2940 -242
305 3167 -570
305 2905 -691
305 1183 -782
305 356 -749
305 1208 -130
305 1325 -942
305 1400 293
305 483 922
305 977 -611
305 2303 -610
305 2237 -87
305 223 -1008
305 601 -901
305 1603 -933
305 610 -795
305 436 -15
305 114 555
305 177 649
305 567 -784
305 818 -736
305 960 -679
305 2826 -983
305 689 -581
305 852 -716
305 625 -800
305 819 -831
305 435 -767
305 1512 -538
305 332 -824
305 662 756
305 1452 -619
305 1292 -760
306 1566 -842
306 667 -985
306 75 -847
306 1331 188
306 2164 739
306 930 -873
306 2951 537
306 111 -989
306 2673 32
306 492 839
306 998 611
306 1400 -643
306 461 89
306 755 -673
306 1285 -700
306 2003 -655
306 583 -609
306 1274 -984
306 904 -906
306 2711 -836
306 3064 -120
306 1152 -772
306 1128 -968
306 1409 -780
306 1061 -921
306 3089 -754
306 1401 801
306 2382 -561
306 390 -919
306 1717 -905
306 2386 742
306 1376 865
306 133 -679
306 750 910
306 662 -520
306 1857 -557
306 1471 515
306 875 -859
306 1056 113
306 1378 -905
306 3153 -721
306 1046 -602
306 576 -996
306 1023 -946
306 1505 -613
306 1291 -671
306 1386 -802
306 2158 -804
306 1208 -420
306 114 -798
306 466 417
306 499 -904
306 1515 -777
306 60 675
306 636 -852
306 2568 -286
306 605 -725
306 931 -911
306 1973 947
306 1420 812
307 280 -637
307 1863 58
307 876 -731
307 1854 947
307 389 -934
307 499 432
307 363 -796
307 543 836
307 1480 -788
307 907 -153
307 161 717
307 1626 -643
307 1245 -991
307 1007 -267
307 116 -558
307 733 798
307 696 512
307 1429 -602
307 1553 -967
307 208 203
307 54 -777
307 2806 -90
307 689 -624
307 2891 -184
307 369 -635
307 2493 -800
307 436 424
307 1719 -976
307 1224 -686
307 1088 -935
307 392 -530
307 770 -719
307 357 -451
307 3038 -733
307 267 597
307 815 -995
307 1268 -756
307 686 683
307 1149 -823
307 1836 -149
307 2480 -594
307 216 -757
307 984 -562
307 527 -627
307 119 -663
307 1575 -309
307 2568 -163
307 1481 608
307 1163 -961
307 530 -787
307 2236 -549
307 909 -801
307 1476 -522
307 886 -946
308 2051 179
309 7 -853
309 30 -995
309 655 144
309 2821 -989
309 1573 82
309 701 -999
309 304 -357
309 2892 -759
309 402 989
309 1337 -525
309 153 -980
309 329 454
310 1573 -329
310 605 -596
310 426 628
310 836 -835
310 1322 -991
310 2548 -989
310 1166 591
310 204 -397
310 1245 204
310 1106 -973
310 2975 1016
310 1006 -642
310 349 -964
310 1402 341
310 956 483
310 1034 -780
310 392 -522
310 96 -1009
311 682 709
311 1045 -945
311 568 -790
311 158 -714
311 1432 894
311 2292 -260
311 536 499
311 1048 -906
311 1952 -896
311 1039 -93
311 211 599
311 85 -956
311 1035 -837
311 1496 -583
311 1916 -926
311 1100 -918
311 325 325
311 470 -761
311 2825 -135
311 1311 987
311 523 -110
311 1493 92
311 2899 -989
311 2585 -555
311 1967 -718
311 2353 -595
311 2201 54
311 446 383
311 465 -686
311 783 -843
312 116 -626
312 735 -782
312 564 -1016
312 1415 884
312 1090 501
312 1759 -886
312 2383 -696
312 504 887
312 1282 -525
312 1565 -680
312 146 -694
312 1249 -449
312 1501 -131
312 19 -958
312 1346 -658
312 830 -713
312 1649 -246
312 163 -606
312 848 725
312 1276 63
312 130 -828
312 499 -677
312 1383 -904
312 67 -606
312 1248 -805
312 2958 -571
312 1387 -863
312 2306 -704
312 74 -803
312 154 618
312 2478 -275
312 1362 -787
312 1358 751
312 1214 892
312 1009 608
312 279 -804
312 391 -636
312 1140 -471
312 253 -954
312 356 311
312 471 378
312 2713 610
312 620 -518
312 934 -92
312 1578 506
312 3109 -662
312 582 -617
312 720 -964
312 599 -742
312 102 -934
312 1370 -347
312 784 -461
312 686 -181
312 3073 -938
312 135 568
312 2897 -891
312 1329 -828
312 207 -1021
312 1226 -714
312 320 -823
312 1742 -368
312 1841 347
312 1296 -515
312 248 -800
312 1265 -774
312 1219 335
312 23 -699
312 1371 -530
312 1205 -587
312 31 -797
312 829 12
312 399 -749
312 343 -580
312 2871 -432
312 1919 18
312 175 517
312 249 714
312 1045 -563
312 1114 -566
312 194 591
312 62 -924
312 2134 -560
312 1437 -593
312 655 -645
312 1138 -618
312 1414 -902
312 1155 -907
312 601 -906
312 1196 -774
312 1164 -909
312 2743 -668
312 1357 -702
312 1379 -864
312 1299 -604
312 1682 375
312 204 -634
313 970 -823
313 910 -850
313 1149 -639
313 441 -996
313 539 -396
313 1077 11
313 1573 201
313 1743 -574
313 100 397
313 3128 -966
313 246 -540
313 2252 -229
313 361 -1017
313 402 -887
313 952 -804
313 1473 1018
313 1536 -637
313 1106 -995
313 387 -739
313 711 -461
313 1411 451
313 53 -919
313 440 -923
313 834 -917
313 1751 937
313 1450 -332
313 355 -524
313 1419 -552
313 887 -325
313 37 -940
313 1545 -522
313 3045 -795
313 1711 -743
313 667 -848
313 2467 -513
313 341 -952
313 1534 -898
313 659 -399
313 1474 -135
313 120 114
313 843 -813
313 2100 -680
313 688 -982
313 537 -842
313 76 -216
313 2572 159
313 483 -488
313 658 -1003
313 1364 -769
313 268 -842
313 30 -765
313 756 -662
313 691 -982
313 258 666
313 263 -587
313 562 -795
313 1441 -895
313 1234 -792
313 840 -893
313 270 -54
313 726 -599
313 570 -969
313 757 -769
313 2744 -961
313 1333 -809
313 122 -548
313 1001 -812
313 226 -238
313 285 -333
313 521 -616
313 829 -582
313 581 -573
313 434 -639
313 884 -260
313 92 -561
313 1034 -570
313 3043 -848
313 2359 292
313 1229 -174
313 380 -380
313 841 -536
313 41 -823
313 1530 -863
313 2888 -763
313 1892 -971
313 2358 -823
313 981 -497
313 455 323
313 1240 -693
313 1017 -225
313 1343 -536
313 1314 244
313 1170 -614
313 1300 814
313 1487 91
313 3004 554
313 1392 -885
313 1163 -427
313 2770 -944
313 1182 -615
313 1585 -1017
313 1985 357
313 2951 -841
313 1395 -743
313 431 -728
313 1443 -672
313 611 -1006
313 642 -419
313 958 -892
313 467 -1019
313 940 -115
313 1340 196
313 1031 -886
313 564 -622
313 2519 -659
313 2662 -1005
313 424 -840
313 823 -677
313 785 355
314 546 -945
314 1041 -777
314 2128 223
314 1146 -1021
314 893 -665
314 1790 751
314 2952 -619
314 336 -566
314 2716 -749
314 878 713
314 1181 -1006
314 1576 -855
314 882 959
314 121 -226
314 575 -723
314 2414 869
314 1959 -935
314 580 -568
314 1331 -589
314 553 -736
314 908 206
314 1238 -893
314 1467 -1007
314 1424 -655
314 796 726
314 35 966
314 1705 -795
314 1771 978
314 1203 -599
314 1496 -921
314 2698 858
314 1226 -763
314 577 -830
314 249 -947
314 361 -608
314 1 -270
314 456 -539
314 230 424
314 629 939
314 1984 -630
314 337 -955
314 551 -83
314 204 -621
314 559 173
314 800 -265
314 3173 678
314 2107 -590
314 1936 -644
314 836 -732
314 1556 657
314 296 -573
314 1367 -724
314 1051 -204
314 3081 -997
314 2573 634
314 820 -638
314 1294 -101
314 1116 730
314 475 -226
314 2877 -641
314 961 -402
314 2727 231
314 46 -943
314 1582 -1008
314 1131 442
314 1034 -936
314 826 -813
314 674 -928
314 1198 -690
314 287 -944
314 342 -294
314 1142 -634
314 2325 856
314 1372 123
314 1510 695
314 142 -673
314 98 -636
314 2679 -845
314 2416 -981
314 1152 -50
314 223 -907
314 2024 -675
315 55 602
315 1367 -969
315 2286 -989
315 651 54
315 264 -962
315 1221 641
315 1263 -537
315 2585 -673
315 2818 -356
315 60 -799
315 178 -458
315 1053 -338
315 1460 -1004
315 982 -874
315 1146 111
315 2344 1023
315 1522 -828
315 1100 -958
315 480 -765
315 42 -898
315 1927 -571
315 1070 -242
315 533 -871
315 1064 -1012
315 1538 -719
315 1067 474
315 1162 -487
315 624 -761
315 334 -557
315 529 -759
315 174 -535
315 388 -835
315 1414 -759
315 837 -31
315 2610 -689
315 1239 -836
315 2142 -853
315 1394 -1003
315 1413 -786
315 1405 -237
315 185 -782
315 868 -795
315 552 -791
315 2208 -849
315 1092 650
315 327 -527
315 881 69
315 1976 251
315 2193 516
315 411 -523
315 104 113
315 54 -621
315 793 -540
315 971 680
315 652 -859
315 604 -663
315 1052 -991
315 2791 -868
315 192 -4
315 1240 -546
315 623 836
316 313 -566
316 203 649
316 2392 -847
316 744 211
316 535 -613
316 955 -654
316 446 711
316 683 -937
316 215 -157
316 1238 -723
316 636 -602
316 456 -188
316 1021 -620
316 755 -936
316 386 -728
316 220 -761
316 2266 1007
316 1016 -793
316 311 692
316 218 -869
316 442 -1016
316 565 688
316 1414 -22
316 1940 -410
316 128 -566
316 1604 583
316 711 -568
316 1384 -603
316 1509 458
316 1119 -839
316 2606 463
316 1409 -660
316 120 -527
316 1276 378
316 525 -793
316 2412 -970
316 1549 -583
316 1006 930
316 113 -876
316 934 -515
316 269 -786
316 2113 189
316 599 -834
316 1082 746
316 1053 -951
316 1030 111
316 2014 422
316 3144 -626
316 125 -812
316 1354 -837
316 3092 -929
316 684 -748
316 753 -967
316 1435 -720
316 1581 -807
316 2544 -997
316 1555 359
316 1381 -717
316 516 -533
316 1152 -305
317 724 891
317 1922 -879
317 1259 -582
317 1476 940
317 37 -991
317 929 -186
317 787 -46
317 310 347
317 2489 918
317 595 -591
317 1036 528
317 1573 -755
317 273 690
317 81 181
317 152 -259
317 695 -618
317 690 -1008
317 161 -654
317 860 -990
317 2 -818
317 1090 -548
317 958 -669
317 797 -842
317 538 -762
317 2887 -729
317 2424 70
317 2561 24
317 487 950
317 872 -687
317 2778 295
317 1981 -573
317 1581 -926
317 1726 527
317 1563 -696
317 1666 356
317 1575 -935
317 912 127
317 1977 72
317 1021 -616
317 180 -612
317 335 -719
317 1789 -955
317 129 -627
317 764 -833
317 2923 -751
317 2935 400
317 39 -520
317 530 527
317 1484 -562
317 950 -904
317 257 -1000
317 1195 -785
317 1326 -674
317 1348 -569
317 1161 -556
317 534 995
317 629 -997
317 2514 -531
317 2783 -910
317 2378 361
317 620 -628
317 1541 190
317 985 -947
317 175 -555
317 1281 552
317 385 -677
317 468 -959
317 2465 -559
317 1071 862
317 1239 -906
317 1904 -542
317 153 -64
317 901 835
317 1519 -1023
317 3058 193
317 150 456
317 919 -650
317 1754 975
317 306 -642
317 940 -583
317 1217 -908
317 747 -1019
317 2431 -1008
318 756 -812
318 2797 -732
318 835 -919
318 1954 -1009
318 847 746
318 1877 -593
318 1128 965
318 278 -539
318 840 -869
318 1076 -784
318 566 -831
318 366 -713
318 620 -1002
318 559 118
318 401 523
318 2576 -1001
318 358 -914
318 146 -598
318 1164 -909
318 871 -896
318 1106 934
318 177 -905
318 2405 -888
318 1512 -895
318 1454 -736
318 791 -931
318 733 -619
318 1440 -953
318 720 -852
318 846 -835
318 70 -769
318 54 -854
318 1290 -525
318 2493 -839
318 186 -360
318 807 -885
318 2401 -520
318 1302 771
318 1008 -636
318 524 453
318 1104 -91
318 1878 -943
318 2567 -790
318 1142 -672
318 1449 -776
318 1548 472
318 780 -756
318 1305 -653
318 83 -844
318 882 -980
318 265 -692
318 2145 -651
318 1407 596
318 3065 230
318 2376 -194
318 750 -515
318 1582 -568
318 698 -785
318 2398 -892
318 1384 -872
318 588 -729
318 1001 367
318 261 -775
318 363 296
318 3040 -721
318 253 -819
318 1084 594
318 2087 219
318 191 -973
319 1490 341
319 836 -733
319 1807 -817
319 1446 -820
319 33 -198
319 920 -1006
319 1028 -594
319 1617 -50
319 1976 -789
319 749 -636
319 190 -543
319 1588 954
319 1369 -863
319 191 -985
319 706 833
319 2754 -795
319 2899 -7
319 795 -600
319 757 -836
319 518 -598
319 807 130
319 940 -513
319 1413 427
319 1138 257
319 399 337
319 1074 -560
319 421 -36
319 833 -1002
319 2764 -655
319 962 -87
319 821 -653
319 1382 -667
319 1324 952
319 481 -810
319 788 -420
319 1857 -964
319 1461 -548
319 670 -807
319 1371 -835
319 819 -309
319 1571 -595
319 909 -775
319 253 -1015
319 593 -707
319 1484 -646
319 244 -248
319 473 176
319 2221 -971
319 1065 134
319 2545 -897
319 365 887
319 1463 -1022
319 3027 -957
319 630 -688
319 2077 877
319 1293 641
319 82 -535
319 1450 -390
319 1903 -813
319 658 -653
319 299 -785
319 1098 -782
319 1113 -499
319 1006 -303
319 1569 852
319 554 -546
319 2626 411
319 712 -869
319 818 -400
319 1551 -752
319 515 143
319 2997 -877
319 797 593
319 357 -574
319 274 649
319 1211 -66
319 233 -540
319 995 -600
319 470 -488
319 1334 -626
319 2974 -780
319 864 -689
319 9 -132
319 982 -635
319 323 -867
319 1061 -678
319 265 -208
319 2998 -733
319 1118 -875
319 1525 -757
319 151 -992
319 3001 -933
319 1284 -795
319 1936 -826
319 618 -278
319 636 -820
319 458 -967
319 1134 356
319 575 -274
319 3170 711
319 1843 -758
319 1549 -706
319 1507 48
319 3149 -993
319 1572 310
319 1688 -733
319 1268 -559
319 1010 -883
319 1955 -524
319 900 744
319 177 -920
319 914 -888
319 1773 -764
319 2044 29
319 1042 -552
319 1158 -254
319 90 522
319 2653 -592
320 1397 -613
320 269 -983
320 1550 -554
320 730 -853
320 611 30
320 2384 -558
320 1952 -1009
320 2581 -609
320 682 -580
320 1797 -585
320 996 30
320 236 -754
320 1647 -90
320 2944 -945
320 47 -677
320 3166 609
320 814 -629
320 1463 -648
320 1010 985
320 1031 -928
320 736 715
320 521 615
320 2107 -797
320 608 -944
320 862 -812
320 614 684
320 925 702
320 3124 -622
320 326 -154
320 1948 -511
320 2271 -685
320 3164 -964
320 286 -893
320 61 -1023
320 986 25
320 526 -613
320 707 -687
320 352 683
320 310 -861
320 975 675
320 163 -880
320 73 -1022
320 255 -761
320 471 -337
320 1306 -844
320 146 -820
320 499 -474
320 753 127
320 2417 -632
320 527 -658
320 458 566
320 1483 445
320 1252 -730
320 3126 -186
321 2805 -524
321 1988 941
321 656 -788
321 1016 -694
321 1434 -689
321 1012 -612
321 3048 -788
321 1313 -708
321 1279 -341
321 46 383
321 1227 -398
321 2219 -447
321 693 -444
321 498 156
321 1247 -1008
321 582 -209
321 2693 -759
321 1732 -976
321 356 -618
321 1418 -899
321 2619 -726
321 314 -171
321 505 640
321 871 -1016
321 976 -992
321 824 -994
321 1357 826
321 2926 -532
321 53 -56
321 330 -740
321 218 825
321 160 -778
321 2754 -929
321 1936 -439
322 844 201
322 308 -912
322 1222 -1013
322 707 -299
322 350 -275
322 2421 -1010
322 2368 -610
322 885 399
322 1558 -683
322 115 -821
322 1206 -771
322 916 -619
322 395 -848
322 1208 -986
322 510 -518
322 1313 -845
322 555 -834
322 1321 -994
322 1111 -637
322 2453 -649
322 1650 -141
322 1655 -415
322 1561 -758
322 593 -928
322 211 -821
322 415 43
322 591 316
322 1297 -639
322 1218 -641
322 997 -899
322 838 435
322 952 288
322 2651 -762
322 2277 -587
322 229 -949
322 1970 -625
322 93 -484
322 1153 -556
322 2158 -571
322 1451 247
322 862 403
322 696 415
322 24 -251
322 752 400
322 1460 -777
322 830 244
322 1477 -787
322 1009 571
322 1453 1008
322 3017 -951
322 583 -555
322 462 222
322 1357 -324
322 1051 -744
322 806 -573
322 2160 -285
322 258 -848
322 1025 946
322 2848 -690
322 2198 471
322 1137 -673
322 1926 486
322 1013 434
322 1972 -845
322 1347 -791
322 1060 -914
322 3083 176
322 1160 -95
322 642 -644
322 705 -888
322 266 -515
322 3075 -65
322 2507 -153
322 224 -937
322 2398 -254
322 1544 -211
322 346 491
322 2892 -828
322 888 -765
322 1619 714
322 1012 938
322 2947 210
322 1022 -504
322 1414 -857
322 1225 -876
322 175 27
323 2023 -1010
323 204 -571
323 1506 -814
323 746 70
323 2981 179
323 2196 -680
323 1185 36
323 3097 -936
323 695 -736
323 1449 -745
323 1477 -481
323 1250 -968
323 1341 -895
323 859 715
323 362 128
323 1478 -353
323 727 -507
323 274 -721
323 1983 649
323 322 -123
323 2769 -513
323 879 -580
323 688 -833
323 2377 -690
323 692 -759
323 90 39
323 1560 -161
323 139 -591
323 1875 -450
323 1392 -581
323 1827 -549
323 854 -759
323 1436 -387
323 1591 633
323 108 -1008
323 1395 -631
323 249 431
323 793 561
323 902 -633
323 719 -219
323 1533 -493
323 1564 -48
323 764 -634
323 185 -962
323 163 -845
323 2298 -614
323 1080 -769
323 2341 -954
323 1582 -840
323 1588 -567
323 1105 98
323 1082 -11
323 82 -751
323 1726 -854
323 438 -983
323 371 727
323 1192 -582
323 1570 -699
323 1574 -886
323 42 -928
323 1067 -662
323 2206 -656
323 2755 -418
323 625 -715
323 1904 -849
323 447 -737
323 363 -303
323 650 1007
323 636 632
323 1032 -705
323 2759 -962
323 1083 -743
323 1209 -630
323 3035 -941
323 3043 -773
323 2265 -654
323 1828 -560
323 455 -598
323 410 -677
323 480 -736
323 2043 302
323 352 -566
323 1152 -780
323 1176 -470
323 483 -996
323 1496 809
323 1350 412
323 1002 733
323 1690 -851
323 2973 362
323 1085 897
323 164 -158
323 411 -1008
323 234 -23
323 65 437
323 109 -111
323 1122 540
323 2424 -919
323 316 -885
323 321 -729
323 778 -775
323 2628 -49
323 673 -592
323 2326 311
323 1580 -893
323 2121 -706
323 2727 21
323 495 -854
323 475 -521
323 2896 891
323 2214 -724
323 315 942
324 19 -638
324 1060 -591
324 307 -532
324 1340 -800
324 2092 -591
324 1086 -350
324 48 -1002
324 1603 -502
324 322 -904
324 298 -716
324 1769 -579
324 1990 614
324 2406 -1010
324 684 376
324 145 353
324 858 -571
324 1457 -397
324 742 -915
324 1486 -871
324 939 -958
324 1331 -536
324 1511 34
324 2438 -799
324 719 -637
324 216 426
324 1568 910
324 755 -855
324 210 -970
324 122 -520
324 1564 -310
324 2528 -816
324 1491 294
324 529 -906
324 1114 -513
324 1249 -207
324 430 951
324 595 675
324 1347 -598
324 1206 -940
324 271 -958
324 1833 248
324 1274 -727
324 1947 -946
324 2113 -516
324 1791 -668
324 1369 482
324 2231 -753
324 863 -555
324 526 -679
324 376 -739
324 1183 -409
324 3071 -635
324 1539 -1006
324 606 -904
325 1474 -896
325 1364 -586
325 1471 -957
325 1423 -962
325 1361 434
325 121 919
325 977 -607
325 1587 -962
325 2839 -814
325 894 -974
325 641 -592
325 2671 -444
325 657 -588
326 2604 -600
326 1557 -543
326 177 -887
326 1074 -662
326 2611 -789
326 2952 346
326 2757 845
326 470 -745
326 545 319
326 1361 -737
326 854 -588
326 1532 -1001
326 121 -101
326 1246 592
326 2605 558
326 104 -317
326 873 928
326 2667 -634
326 2856 -635
326 869 -961
326 1283 -203
326 1544 -576
326 1420 -253
326 2076 -808
326 1320 -845
326 603 -953
326 700 -931
326 769 698
326 3151 -508
326 1088 -865
326 1823 -655
326 88 -644
326 1324 406
326 446 -570
326 1380 -863
326 152 -584
326 336 -710
326 2623 -978
326 311 -351
326 238 -124
326 2417 -937
326 378 -18
326 370 -808
326 2121 -986
326 925 -672
326 663 705
326 744 -878
326 2181 -59
326 554 -933
327 2389 -748
327 1178 972
327 895 -235
327 1240 518
327 1327 -996
327 2949 886
328 11 -622
328 722 -543
328 3003 -301
328 42 941
328 2055 -607
328 134 -538
328 1487 -885
328 2381 -734
328 705 -82
328 2649 -546
328 2086 -868
328 1785 333
328 1517 -999
328 3131 -677
328 569 -554
328 787 304
328 2198 -850
328 1374 -679
328 683 -822
328 1320 -767
328 781 -626
328 378 -559
328 1058 -752
328 1007 -793
328 49 -769
328 214 -619
328 1496 -889
328 1019 821
328 945 -856
328 223 -638
328 911 302
328 1342 509
328 1486 345
328 10 -672
328 1485 877
328 678 -634
328 509 -596
328 830 -1013
328 689 -641
328 99 -452
328 719 -896
328 493 839
328 718 -924
328 611 835
328 118 -892
328 521 -505
328 1832 -938
328 983 797
328 1005 273
328 2431 837
328 2020 -789
328 1518 346
328 1672 -819
328 3076 -704
328 58 -835
328 657 -650
328 666 105
328 1059 -761
328 581 753
328 2363 -636
328 251 613
328 333 -774
328 156 -1018
328 482 -994
328 1255 -571
328 817 -893
328 1900 -566
328 1386 -607
328 2434 -987
328 481 -838
328 299 -836
328 1028 466
328 356 -886
328 1140 -764
328 3160 -917
328 2894 -905
328 1420 -942
328 1483 -548
328 2783 -745
328 1167 -937
329 1491 -427
329 79 -569
329 2700 -865
329 670 786
329 1596 -30
329 230 -596
329 2065 438
329 843 -858
329 954 469
329 876 -596
329 831 -642
329 18 -634
329 86 -976
329 1479 771
329 1811 -712
329 709 734
329 886 830
329 2575 892
329 2154 -323
329 2771 877
329 1534 256
329 326 -543
329 2374 -165
329 187 -996
329 714 -476
329 2281 -540
329 167 -1021
329 389 -954
329 601 -711
329 1051 -729
329 1424 -877
329 464 -728
329 255 -965
329 115 253
329 804 419
329 1293 -569
329 695 557
329 394 -701
329 988 -406
329 1460 -906
329 707 -554
329 1004 -940
329 2557 -467
329 597 1006
329 923 -23
329 22 -740
329 2582 -1001
329 698 760
329 1524 245
329 948 -775
329 3104 -711
329 354 -841
329 943 140
329 845 -925
329 2490 -915
329 70 -872
329 1100 -506
329 509 949
329 1353 -789
329 1732 -751
329 1125 -949
329 1531 223
329 238 866
329 970 -815
329 1255 -651
329 312 -573
329 1030 -666
329 1928 -648
329 715 -822
330 936 435
330 1297 -996
330 863 323
330 168 -746
330 3091 -773
330 2688 -132
330 431 -406
330 1615 -735
330 1851 775
330 2806 -912
330 801 -1001
330 945 -1023
330 1437 -519
330 1108 24
330 1286 -19
330 2325 -995
330 1303 -1000
330 2456 669
330 2324 471
330 781 -871
330 1053 -732
330 310 -838
330 1312 -643
330 1114 -680
330 900 495
330 844 -713
330 2105 -582
330 161 442
330 3127 -838
330 1033 -584
330 2595 -763
330 1378 -844
330 877 -538
330 1556 653
330 971 -519
330 946 -776
330 91 -898
330 557 -909
330 300 -790
330 165 -552
330 36 188
330 2075 328
330 992 -362
330 1044 21
330 495 -1020
330 2128 -903
330 1094 668
330 1511 -143
330 3121 -645
330 2852 193
330 1433 -661
330 2813 861
330 852 -931
330 981 -986
330 2902 -537
330 1637 670
330 989 276
330 1088 -538
330 1419 -639
330 1064 -687
330 486 -259
330 134 -934
330 929 -771
330 262 -883
330 948 -706
330 1028 623
330 1024 -814
330 400 -374
330 533 -904
330 3025 -775
330 446 -808
330 14 -560
330 200 430
330 1393 -512
330 993 -960
330 127 -576
330 1490 -915
330 488 -530
330 2430 -750
330 2780 -401
330 2898 439
330 1063 -674
330 2367 -235
330 664 -742
330 59 510
330 843 -687
330 2620 -605
330 1257 -835
330 1552 -645
330 472 -830
330 265 -615
330 181 -632
330 381 124
330 3122 962
330 933 -617
330 191 -685
330 838 -783
330 2730 -575
330 1147 990
330 930 298
330 1834 1010
330 527 828
330 2787 89
330 1239 -625
330 1507 960
330 789 -692
330 826 -26
330 1627 -797
330 2178 -720
330 819 -673
330 701 539
330 116 -737
330 346 939
330 393 -822
330 658 -821
330 582 -533
330 285 -786
330 1663 650
330 1185 955
331 2486 -542
331 963 -949
331 1553 225
331 2511 512
331 2480 -743
331 1595 -991
331 2103 -544
331 814 -613
331 465 211
331 1297 -826
331 495 458
331 424 -826
331 773 -538
331 2137 -167
331 2631 -308
331 502 -868
331 578 902
331 2273 -906
331 983 -756
331 1134 -879
331 2448 107
331 906 -138
331 1400 -509
331 1144 666
331 384 -700
331 1335 47
331 591 -816
332 1090 -812
332 973 750
332 1255 -902
332 523 -1004
332 676 972
332 624 -725
332 289 -620
332 1266 -636
332 1418 -969
332 484 49
332 905 618
332 1070 -159
332 3160 -675
332 1458 -583
332 886 -600
332 285 -627
332 1995 553
332 1380 -686
332 192 -219
332 1536 -897
332 1483 -311
332 728 -747
332 736 -918
332 2338 -869
332 1929 307
332 938 -566
332 2536 624
332 36 -589
332 1543 332
332 585 -788
332 1538 -459
332 1990 -403
332 425 673
332 2344 -922
333 855 -176
333 336 530
333 1111 -885
333 2121 -696
333 1926 -576
333 1509 349
333 2610 717
333 294 894
333 464 719
333 492 484
333 432 -718
333 1345 -746
333 1019 378
333 1565 924
333 1276 31
333 1210 -829
333 2770 -725
333 270 151
333 2435 -676
333 499 -739
333 619 -51
333 308 -88
333 2001 -512
333 1246 872
333 1462 -164
333 1354 384
333 872 -436
333 2694 -844
333 670 363
333 1536 306
333 355 -557
333 312 517
333 2189 -786
333 1428 -1007
333 3135 -817
333 1081 -858
333 576 -822
333 205 -611
333 495 762
333 1810 -531
333 177 546
333 1223 714
333 1180 -403
333 673 -689
333 1134 998
333 1272 -680
333 1492 -535
333 2271 -870
333 858 -856
333 1466 -761
333 740 -822
333 2410 973
333 1486 -731
333 2928 -635
333 533 -167
333 1000 22
333 968 -1015
333 108 -883
333 272 -556
333 1033 -708
333 988 -675
333 454 628
333 1661 -814
333 1432 -1019
333 280 -582
333 2658 -854
333 397 990
333 1135 -643
333 994 -519
333 282 -833
333 212 403
333 391 -675
333 1273 -563
333 2209 -380
333 2247 635
333 938 -989
333 829 878
333 1588 -645
333 24 427
333 668 -95
333 219 -161
333 448 593
333 267 -624
333 195 -551
333 1897 567
333 55 -905
333 1414 -717
333 2655 -705
333 1300 864
333 981 807
333 753 -591
333 2034 -724
333 1435 633
333 1442 -782
333 1359 -1019
333 1011 -651
333 226 -785
333 950 -889
333 304 -1
333 84 -675
333 41 -870
333 1872 -17
333 390 -590
333 1424 -542
333 940 -65
333 11 -356
333 2424 -205
333 309 -988
333 1206 -619
333 2552 -256
333 2853 -810
333 979 -542
333 1835 197
333 1684 -951
333 626 -925
333 2816 -851
333 1020 -877
333 652 -691
333 2711 401
333 797 -840
334 790 693
334 1298 -715
334 2519 -488
334 1995 -748
334 586 -768
334 683 -551
334 1414 919
334 722 -588
334 543 -710
334 1487 -584
334 536 -695
334 589 -549
334 180 -810
334 652 -522
334 3097 -262
334 1567 -246
334 3166 -1002
334 747 -730
334 1964 -1023
334 2736 -744
334 230 -809
334 2563 -558
334 1705 247
334 2212 -1023
334 2127 -413
334 853 -134
334 1586 331
334 2381 -798
334 1514 -528
334 2754 656
334 551 330
334 350 -375
334 421 -442
334 2065 -697
334 987 -967
334 3178 901
334 2105 -733
334 698 -846
334 2617 -800
334 403 -923
334 732 -750
334 1489 -128
334 599 -696
334 643 -450
334 2881 -607
334 547 -412
334 718 -706
334 1068 -713
334 968 -679
334 1493 -656
334 135 563
334 223 -1015
334 3 684
334 2204 -714
334 522 704
334 1553 472
334 2620 -392
334 249 -674
334 129 572
334 2618 -714
334 534 -1015
334 347 -904
334 189 -817
334 1575 -821
334 712 -44
334 1406 753
334 730 329
334 1475 731
334 431 519
334 3023 -927
334 2515 -447
334 73 -904
334 3062 -784
334 426 989
334 1101 -401
334 2751 -987
334 33 -764
334 688 -695
334 2500 -977
334 3094 589
334 1422 -717
334 1222 -205
334 2604 -533
334 546 -759
334 687 -157
334 915 -842
334 2916 -682
334 1485 -524
334 579 -815
334 416 -877
334 201 -191
334 2680 -876
334 272 -374
334 760 -980
334 630 319
334 39 -627
334 146 -992
334 1507 -644
334 259 -673
334 1559 705
334 1063 363
334 2148 -687
334 549 -823
334 1354 -779
334 1360 568
334 1091 -873
334 141 -878
334 24 23
334 3138 -426
334 615 -302
334 401 680
334 2309 -747
334 733 -785
334 2227 -851
334 1415 -538
334 1591 -697
334 821 -642
334 2892 -710
334 2872 -722
334 2928 -893
334 1118 -731
334 1550 628
334 178 -142
334 1154 -445
334 2888 -745
334 1511 -688
334 1649 -715
334 2300 289
334 2580 746
334 708 -603
334 721 -810
334 1045 -530
334 425 -833
334 985 -959
334 1396 -206
334 654 709
334 1295 -590
334 3136 -989
334 1121 -237
334 834 -631
334 1556 -64
334 1554 -737
334 318 -846
334 86 4
334 106 -992
334 2788 -648
334 856 -745
